dataset_row,split,group_id,text_group_id,project_label,internal_label
22,train,f6a3bb1b9a0bb3c97ee4718d8164520c567db5521febb7797b604e9e5f47c8c1,3bf94dbaa84deee02dbe06f52e4a73095be7f151facc198ce772f6c965eb54b0,1,0
23,test,e665dc5c93f526c6f4ae4a8777d719a6cb8bc91c38058dd4d62a8ee756bfd9cc,d74584f69fd3a980019c195dd83a869419e89450df1000c2c7194be3ef49d645,6,5
24,train,d9a92b7fb26987f9dd2bb4586b1ef0e50ad9dfba89909ae981ea14fa4e5cb413,e516d1974fe370a9bf72e812a4244215d7f8619a41c9fe1ef5ab427df70def64,5,4
25,train,816ad02c5b0e714680fafd758405142d1494cecfdd5e5be2836fc3454cf47344,f63eea6021bd6012785087f5c7138185f07ccd25b4a2d1a016ced20fcb84f931,4,3
26,train,0f60951482203b8d028cbf4334c53b18564e6817e448d13184f81cf7d4597e8d,ee41175ed62358b83f0ff80f8dda9d7efdb85731d619601a04e622d01becd850,4,3
27,train,c577e7011697b719bd0ebd664305df49d2ede78e32b9697035b9717fda17ed78,57e2f80e512d78b6c11b9d6c0fc19b62b55be9977b2b770252cb5b6e88bec959,4,3
28,train,a9889214b600e194ab6f6d81945492793c1d409fa66e682509e74207807ce6ed,317bb8acc92c262302aa7437185074439489113820f975acfc3a39b8b50f00c6,6,5
29,train,0b99b0d2f95704620035eb4bfee36dd36b60474ecda5e8921c683c9c56dd9b13,90aab9c60989ef6c5615f6898550958fc0f981ebfed22c5d8f9faff551895fd4,4,3
30,train,ae3b2125b87d7a05b2a71db0935ceccfa149b662fd9384e82b11b91cb9afb004,595fd7908c282ee53602e7f5356b8fa8871eeed4e26faa22a5b0d643a2eca31f,1,0
31,train,f8b38efc46ee9545ea13bcec147a86535ec67c244f0adaa56f9dc014f04477f5,1728a43b4b5829dbe10fb716e946dec3f1c7a73ff05b96f60066a9d7118b2214,1,0
32,train,a63db9918227e1073e0a3fe6a4a62e1e88420cdf737f1c308cb0bbd765acd83e,966c2718e4275f8c8ede122ef7362301c93405eed7181b780774fac166430048,5,4
33,validation,01953c42311ce1ea75ace662ce330bb31f64b119d1cf94ed563a2141694b808a,299c1b5c99a22affb51fdc59c428ac4a6d1742371eae45ab0077eb2af6459f0e,6,5
34,train,820aacb9d9963e7c1185e1d2256b7cd00b036375b41d89355c6d7c9c4924f879,b04dfa6af45641080f62e65c11801767db20b600b88d9809c8556fbd4d9e666f,5,4
35,test,2d48ee31f845be83ba79ea2d94606de926dfea33ad94e5d1ccfa62cab6d01f82,464d2a10962c21e5aa1590249f28789b42f9b7936d36808d05793214f7047532,4,3
36,validation,dcdbbd5a007805ed261a87f65773abc3184e24ec657b828ce8daece5c545255d,5b62a36b620b513559068447089836701ff1717c46dc9fff9e267ea0057a7e17,2,1
37,validation,c499e51f2af3fe586a25e373c6400770717bbee879d883cf797dcfabef449d85,e7e0ccc1c93b0b05f75cf4ae21ec29af9a99b5d71aa7690f65d89ca1eee8cb07,2,1
38,train,9bce92d5e848ee666878620e85b1d4fa99e385337e19f0aa8e7b6bd1527bdfb0,103a453a9011a84cf0513e01673e63a160050d1d6f81c2f603be05704c90e0b1,6,5
39,test,95a2a73b0a0c57bb6979d9074f1d945de2dc48388b673530f4a44452e0f261a9,6bb44e289a1bbcafbdf4cc6c8d667812db89000362bf7f905e1620a20c80e10e,2,1
40,train,1dc3b4a52ab11462b8d400b7407dce84012ff652e15faf3658f4ce95d6887370,6a4c54984aea67571c3df30244ed0d8f2eb56acfb94e37b24d2bafa0894bc970,4,3
41,train,31fa4d65c1b38db3d596c928d579e371f4470a139494255cdcafe371ad20ad15,62525323b7d2f2aca4ca503dbfd4e751deb811886c3b82de1f56c63f6e6e88b1,2,1
42,test,3b99131eaef896c9071a3da0e26fafb1c3ce92baaa429a4dc7538742215bb741,8b911a7f7678913c93bfa46ab649effc9b22711c8fce9955a41503c71b52f3f5,5,4
43,train,17cd44252a1e0a49f335e93e63f0a23d679c9a05a6c1d4b2d8c685a10c07738b,b587acbd5183ded21d7a4215612672d290f3ead8199e9afb3b5398cc15968836,4,3
44,train,10571626f70b56153dc3b905df4b0b1ab73c31d18fc8774272c58bb912f8f1a7,f5b4a358b47d15cf877dae0de29381161750d51c897f90e47bb082ae85345328,5,4
45,test,41d3e51682a2bdd7561959f72a136e6924e46a794ef245b5903e736c7ec10cc6,a6c4905826946878761cd5ba2a935c72158e1763dce948b4022a54362e70c136,3,2
46,train,b0cf544b7a8211830745c63ba27f4ec045ff4aebea5e88204c456b2d933305e1,b5ae2ae5355f6363895c4d02fa443efbf6ed3ed0beda429a52a590dec39c9421,5,4
47,test,b197b6b8599aecaada8f32ff5ebb84e9c5cd5f3a2dac353003fb8b0282a2f7c5,e430f57159b22e1ce9901f129b39f16c4c795ae40d93ddd91499c0c34b3db866,3,2
48,train,b1dc663fe9c522c4d188ae23e77700208126ef9aa13ea24d62934eebc4743886,874864ef49d75c78326248620e35955c4643c12ca705aaba39f75b2202e41c24,1,0
49,train,e730ed96cfde7c9fd11e19793f48f976a0ab026c1f80d5c8af548fb9fde2fc4a,e9fee01949d305b71c1273e5240a0de9162df14212a5110a079f6975047c6ff3,1,0
50,train,7d20284bbcd023cc6c62b0bb650956734272ccc648a36ccab05075be75fcff42,99afea1bcab51830d908d387c4d44b38dd7f1adb0e831bea8834262f3bf991f2,2,1
51,train,ce490bd6780344ce9bc4ef10d8d08d687416ddcf5d26e610a6f8a1ffc471bf8b,0c0193bdfa7b8b9bca936362404753dffaaea652ba27b6e0c7493763f6a5a62b,4,3
52,train,e29802bf858d76eb6c79d4425aa8e17e347766aebeaf625f59fcf9659387adc7,4f4f78d9d9174c5fa094d5d58218054fcbd641809f6cd89206e95e155c70d032,6,5
53,test,a223403ca741f4a51e41f5e1f340f0921482096b697f74f2f31e3e9c5c9e5370,17b1b9d9a1eb75d13cd914050d101001ca50a43c12dfa8a3899a1a27a44ee2db,5,4
54,train,47a2d6420a04d1e4e03a371e7042956fa93ef3899f47ba9c4d345d8b1ba9d3aa,5ebbb86fc9a19788defa9abcf90bb8982abb55944d9766b3b743cc937f1405a1,6,5
55,validation,04c9fc38052e7e58eef81cce3592e2216563dc3c2130dad75fec4adc87504467,ea89c7f74d28a8ad1ee4194f7a76fd29c72dfcdd38e077cdd1dc2013c1163aa5,4,3
56,train,c577e7011697b719bd0ebd664305df49d2ede78e32b9697035b9717fda17ed78,3a890b6eb99472df8c0318df7b4beecac62e1a662257cc68821207f52b95e283,4,3
57,train,b5ca496ce28e232cd22cb0805fcb52db0296b937a33965e4f5f2106349ee56f6,b6787932f94348e5ba6ace72faf49bb8844172dfdbc757fa919965fa911010cb,2,1
58,train,272c6d42848a8ca491d1689415cb1b3e1d86d7b03feda0ed09173a29526bf38c,3d054e29fc10f180e109e87a5d60f157f28ac992e2a4a75c5a6354337d8d7dbe,4,3
59,train,ed8950b03aaa5cac8a8cb8a72cb7f662f49bae31ad46afc3e244528c052f63a2,b5604628aa3e45663785dbaf0a328b2f4bd9794ad8dc0c04a64194b14e15c1d2,3,2
60,train,abdf5c5845a98a53851718fd711f42dcb6771539bcfba61157e116fa0e81a131,26d987f3c9a167098f3e4e9cf6349797441d0d2a9e7541b683e709e5985e1deb,2,1
61,test,8d2694b0a94932c3f5d4839f7fa77097ef165431340840a157e7f5ef5564da02,52f4411cf1a5f9faf3c34c846c6fde5410db227ee1515fb30910f55e245c9795,5,4
62,train,c46014971170cbc3560ae9a7e32ed968a84ace8f7c4c13b439191c625e1af20f,c60c0df3eb5a250a12fa33dd700ae7597d783168cd0fb88ceb77e144999e51fb,2,1
63,train,19aca6f3cd2bb3381c0130bff6bdaaa531bc98629833c4b012bc03d557a7eb1e,d6567160722cd54933d520d4d2faf94fbedaee759a8ce4046bfd03b15b7e7375,4,3
64,validation,8ce60c8a5191088977f5ce069126e44516a940672f82c90fc8860997ac285a2a,cf64a679e88fe64ee9d9a460b3f89d22a1f06366dabbc45940bfde84f8ef1d17,1,0
65,validation,1aacc40d4ccd811f5be10d9b177a98569dc274dcedb3c7957c08bacc4f61b376,697284f39a01dfce78d34afa3cf625acb7f16fdbfdc43a1cfadec700adeda2c5,6,5
66,train,cdb6e016d6c669410de8abf770f054a9bf3c367197d8c90786d05a2d4884a13b,bbefddad2ee71cabd1c2a6dcea52aa29327a5ddb3b9d3378ab0794ce7723e218,2,1
67,train,fb7d82a0f29914632a0ff736ae77abd9c5d5ea9b5624fe104329933fca9c5bc3,470ef4f498a806e7de0d66306b91f02ed53cdc3d7016b4f19e150406e44ba7ef,6,5
68,train,17cd44252a1e0a49f335e93e63f0a23d679c9a05a6c1d4b2d8c685a10c07738b,76659859201d1a6f7cdd349d8125cab2cc6e0635c035b45912c2daa6c5b7f6fc,4,3
69,train,cbeeef22e900142c07d1085428b4164f86f612671b1e3dffcde4954b6cac4e48,fde036a2894f1dd191197d231cd83542400cd2da48f7408e159542e0ee1ad3ac,5,4
70,train,db5bd0076e294f41c023ade9566f632837a5425708c7f02c4e1bbd530c01ea22,f594f67120215bad43965818006ff971f5869e3483a570d8ec2dd7c37fae5a16,3,2
71,train,5c85931cba80cfe53a778877cf0c5b74d190fae7dd7e3d3556101223c8381e31,cfad695c2e337fe03c51e154e37cc1c650c00984fed59508fb822314c2d69884,2,1
72,train,3afd1c99bb118eaef7783d324d1e1503c24bdad6396e70c19c352ea75a431fb7,7c0f17ea199bb5c13196d2f30fd87a6ffe2887fabf05dc7556bcd34549203a39,4,3
73,test,14c890072b819c11cf0b50a473330a06b2f9f98c94e0c11120ec35bb52819403,e3cd8d8a1af4a441b3cbb2b22af10fd50f1f86686b07f400dd6e1e93531fd25c,1,0
74,train,e9fcff956927630dcd6c0e57e042334f35d6c88226c8d75f5e534c05d75c1ff9,a7d7bae42ea911854e21680ec8b9dd9ad6999d3db79ebd04fc016dac81150721,1,0
75,validation,04c9fc38052e7e58eef81cce3592e2216563dc3c2130dad75fec4adc87504467,f0b9851583f4e838bbcb3db33f91d1f4ea40b6e5ff06012ff53b0f7a50b06b8e,4,3
76,train,5fa16b132cb7b6a80b2f7991f56e735258c87899afefa6afc3b358b85976f5bc,62587213c37a7d07f9ec07fe82cfdc74fb75c4aa871f2039101d130bae29010b,2,1
77,train,67c695f8e5978abd63fd492dfff85e62cf95ca9e2791e15a501a3dd211629d5f,7d6443c293ae349e6620cb88af6aac00da969e57b48f52a93801beefd68c414d,4,3
78,train,8fcf73eb314c539c96eee1e8552512f43d9eb575fd4140707f71262ac66f6101,745efd46606fe842859830ad60fbbc9186c391ae69d321117c417da4e5ddce79,5,4
79,train,7c05098b856b1108c70de04f2dd8214f373afda10d50ab1d1263f1f74be8329e,189516ca1f9e5aedfc54632d40c3463856966faa3676120cfbe90f9c2219f165,5,4
80,train,4de48b9e4fbd75726f0431ce8cbe48828cd0cdb024e670ee35920ea21b864801,d3803a282903e943d9c82dd9827c640411f2c1153760dd012c3201dddeb01b09,1,0
81,validation,b7832dcf858e52759f5ba5fac917114e420b14bdb75abc9c937f17540a57f412,21b64c1fb6bb9605ba942fb7fe42abf7c868a99ead02d6fc19815a5151fafc5d,4,3
82,train,e27beaa19fc4608dc9644815f05e33fc4fba7671d3bbff48d8be5e5d02e48df1,ebb44320bfdfffd11136041e81046d5eb7ba416bbadbbb138528bfab7190f4ec,6,5
83,test,b197b6b8599aecaada8f32ff5ebb84e9c5cd5f3a2dac353003fb8b0282a2f7c5,4af1efa8cfbb0e9d2bc84827f314061ce6582393429dddb5cef0f0b9de324044,3,2
84,test,bb741d381e62e00ca27e75ea3eed88fce3e8360c4e2a82a06dd1f063d90fd0db,19184670b9c3826b15c0c71b10c43a2e0fe269b559a32f12405cb33886d7a841,4,3
85,train,0a32c3c6a1b12c913947c0e76e4047a257065bb37b3a3b3fe57b2849aef61d91,9b475916fd3ac096984806f83ea79856e51b86c8535c856705b851556bd1bfab,6,5
86,train,cb225ce997bcf6994eef0e53f9b3fcdf55af98600e62cb46219d4cbbe8ab22ae,5bbcbecb8d40e246c0b6b60cf1996ca5fb3184604a6a0bedd35534f8d37adbe1,1,0
87,validation,88553129614a12ab76e22837a4aecbd8e6c64b908e3082e5ce39572521438e31,566fdc6a33584e7bc46ee61336bbc0a9bed43377b913fcb32b3ff970ecb01b4c,2,1
88,train,353560eb06817a4eef9e76b17705323f7724de5ef60bdb0fcb9ca8d7e8d2051f,16c6f0c731a58c2ccb0fdcbcc1d9f9550c212168ef34ed53b4a4a2cc96d98a68,6,5
89,train,19aca6f3cd2bb3381c0130bff6bdaaa531bc98629833c4b012bc03d557a7eb1e,e5a91f64cae16b88cb786fcf7cd73ad9eeed36a4976e815b031ad739817a8c28,4,3
90,train,9dd9836ba4284c39adf3c12acc453053aa0dfe073754469945379dc262954783,66f3087f9222ace630d6c77521a989378288e3ced6e5598a8b3595200696ecb7,1,0
91,test,f5666ede41f27c599f69d51e3bcb20659a9dc7437f28a28e401cd704d40f8268,335f3813e7483ddeb2a173a392817c571734a3606d2d1d44499407e89e08ce0a,2,1
92,test,f451368ea113026d03705b996a1557cdee6f546febd0c144c73cbfa3b0d483bc,024c37fcd14e5e6e57a9f5c762e4ea335c9e577ff39dba03f7eb24b312c6c14a,2,1
93,validation,80a3fe407fd0b22e283453afbc116e8de9b6b7df6aa8bbcbac9ca70b8d02457a,21b2efaff1484ae0f15139beffe3d23e84ab3bf2c19d67aee2746dc768302cad,2,1
94,test,f8b8ca0276a2afb207cea65df772f9102203278ca550aa80dfd62a8b86f28e8b,41185d179c488a36b0094205f41bb4d9e32217449203fb22e5fbb2a70940ab22,2,1
95,train,013cf0ab4806c3f0367b1eab49a73bad4b5b999ab1290831e78eb09c56674771,ab5984a54a1d3217a90344426f3493b1e4f063fb6536bc2edabaf7a4dd05408c,5,4
96,train,b12e171fd197f4e0f7209515cbe100264f9ab0bb0ba0afdf2121e3c394c05f44,6abb16c5843f34ba334a450e66c3f234957e8d0af4bd65b34d5ee539fc692764,4,3
97,train,558754a69b047f5ee5d1f062d7813495db7bc2484cb2709549dbaa3b7c7737b6,e45822d6d77af17afd455b93b73265b357c959a3420bc58350eb007df804e44e,6,5
98,train,12f71e9658eb8b4bca7ad65baab82ed6f5c349796db2f4894e8cc4729f45e5a6,a9a4a4aea1700acf322e7104d312447e88328ddde16c9b2734a948939d20ba1a,4,3
99,train,e0da572d612a4db2e395630e99229b02f41d56b605c5de081ace6e2d92992580,98e604f8b199af21930d27083a62bfb8b0c02c13c4307857e165c1c510d0b61a,6,5
100,validation,0945fa8cb561dbd002a78c5ec366955599bcb5b6356c7ea97ac2035ec564c367,11524e53b3a526469aecf605c1ee58e34e1aafa7e100c94f3c4167a562eee1e3,6,5
101,train,eba1119cdb41259bcee2f27275f95debb58cd51305e5a23fd8d1570178c744b7,e66d8e71ab540b32aa5e5c886b8e70d921409d7870d4cf43dab4a3b906493c51,6,5
102,train,cdfde84fc140ed2f376f0f88a21b6a93e799ff5a988e16f11d53b5095c0a73ff,cc37aaf0082e7bc2e506421e5d106e3f083359671c4f44ea4ea6399c4da39ee3,5,4
103,test,9e9ea792da09f6f7a81dbb4cc86a500e1835f5966e876b1db9b0eadf7292a4a8,60d275e70341dd33b38debc98a8d5ed87356893da69ea42aa0f74c303208b67a,4,3
104,validation,cb4042b4641e3ccec63814e62b67d52a9ddfec70acf5649eddc8c9cc328116c8,9634fd847f9cb2985eb10a8ab22279eb4184dc205b9881b6dc77bd4e33c76a2b,5,4
105,train,2793b96c9a508ea95bfaa6fa5c07470d4c84cef81d822d907dd50bcacb48de2c,e966ba593b81fe49255216d2d420c19325df654ee0c36c199f7c72cde7ddd72b,2,1
106,train,728dbf48f94e5e8894dd1cf848a1f3ba4ff22f24fb044400e8e197fa51ae1fa2,3a90b35511f9ac9ebb42a00669f703dcc750c91bc84398bcf84f42d150ef52ad,2,1
107,train,b12e171fd197f4e0f7209515cbe100264f9ab0bb0ba0afdf2121e3c394c05f44,d6a2b586e8f6232ca0932cfa9a1763329f019c42811f6385c397900efd3a15d2,4,3
108,test,41d3e51682a2bdd7561959f72a136e6924e46a794ef245b5903e736c7ec10cc6,fa7a3a5f6fd36d36e22d0d203f76530e1fda86436f32363bd9322458806c7ddb,3,2
109,train,53f87895fa7d1acad5328a16bc858fc81f083a5be25078448664480cd6e2c08d,0b7fcd6540152be2a6ce3333c8e73df3a8faac93d25d191d0fdbd0b700d6b50e,5,4
110,validation,866cd452b7ef22f35dc3a7c85f9f4dedc8795364e445a2471eb47fbb388997a6,fc973eb41c9d646e2e848152f1acf992c68e07a218ba60049ce2e2f669f655eb,1,0
111,validation,daab1390ed3a1efd44190d3bc6b0fce1ffe64f3343fc329fe371b0f338552987,62cb9236b07eadf7498461e8a57e5348d358d69db5a8a3603fa4a854d6fa46d5,6,5
112,train,bbc641b2718e0302adafe119f14167204616146d1f3d9b4229c99e4ed45f2f55,98b0f0e4eaabd427da944fd526d383802e1a0ec7351c28bda009c8ba05552e6e,5,4
113,train,482aee9947c3f4fa13f3cc59b8ce03294c7db97761fdac65da7eecb91945b68b,2f9eb1a76389f3f56f555b4a13af094c7b01a0b83947cbd35fb4aeedb58b7b8d,6,5
114,validation,edb12a2a573c4545d55271f0c547fe5ad6f4d871dbd5881a7e2299e95644a7a7,d5dd9d53e29d112f334f518359ef8ffcad3aa5b2a6401a11cdfb040d9bf20f2e,6,5
115,train,12f71e9658eb8b4bca7ad65baab82ed6f5c349796db2f4894e8cc4729f45e5a6,be5a68d38d258baad66bb4a3dd0af34cfa04f3302e45ec3fd9eea2bf5b131da2,4,3
116,train,15f1c05d058544e9cc169bc2d808ef4c75b4560fc51875e09b0ca51f24386cde,4c2a55b86f741a3986152e9dcdc6bb011b444a3b17475abf6295d30046e09b2d,5,4
117,train,6f0fffa985f55436843ed8b172685e8768413afc0d5eba77d5da0037a37f6a71,79fe6592fc832624b3d17c1355894ade8ab9c14ed42729dac34436ffff1c29bd,2,1
118,validation,de6422de9f8a592163240d6be96600693c934d5585f9ce85c63c6d7045f14e1d,89e9134d7b9ee54fa770a8c72840a9c26825bdd50721b550231493f5b3c85a98,4,3
119,train,3e7648bc355f74b42d30270eb9d931981a1e0b83a0d373f853265e9b94a31a0d,9dd9c4761946aaf9448d03c046fc5dd85b829dd25a45321c2230a10fed6529c8,3,2
120,train,6f1cf16f982231cdfac368e48887a8418940fd8012c38c9555bffaa42325c43c,30f2c4efc5915352245e676987d2d86d9ff22a47bbed6a0b8b4228e819c4a89d,5,4
121,test,0bdea763f2302b39ade4e5872896546fc1830c0a8c20ebef08cc7d04944b5bb3,25e0ba5b582f32a568b37ab47161c26a1acfd318d9deb68ebef8030b64dc703d,1,0
122,validation,507195345ad26756f21d09b5986f38f64c5f94bc432b0797f4bd8d0151fbb47c,0d7af4c1d462e60d0444c25c15b3540238c44813bd78ada68c43fbe3a736d415,5,4
123,train,159bb3b7db918e75f3644abfd660a694a696a9d4f7f9d1a00bcdc313ac0ed4c8,79f3eb79bb179a8984329fd7f921caaddf3ab06633b88a3a1bb5cf335f992b0c,6,5
124,validation,778ab993a96f1dc8590df6688bff4b918959318c8d6b2e2d230f6e14dfef4f3d,14579ac3e97859f1a7fa7aed3a907df1b23f39ec89a02354519f878d438b9d4b,2,1
125,train,5c05feeb58b88ba701c64bdd2ebfb427e8732e0c802df2df0a5ccad623d07dde,15b655ecfd325dd76b11593231f6118c85b5c48dd7d9cb2f5380c36f71f16ef3,4,3
126,train,46b371b7b1281260fb6de161a38dbd002f28ce5d60ee0a37db49fdab34a3f872,5d29a17211442711612350043533a68e41e987f866ab68c7ac361b7b3dee5e23,1,0
127,train,05a5a5ba1b398af6191a764b0dce157605b79f3a82cdf00fb2bd6db0c4c5b689,705fe2e7d187a892da82a2847da2a325aa3f203f88fee2a12aee644cfbfddea7,1,0
128,train,4c37f0494ccae148b553b36219424bcb3354c256d7d475dea0ca2e8b4f797d3e,1971c72bd73dcd64f448fc3d6b4fecee7c82dc682c367238be3f0400c3f9efca,5,4
129,train,18b99f9cc2da8ae4b0e0a54c1d15a7d2eed63708d1c738690df40fd6f51ed175,17e028533b498efe86698d50a8fa6893fd32accaad3a7a6e4b4e858f89c38452,2,1
130,train,2bda6b033ce37f0ab67d1d0e2387c2f5fe15af7dce71341e21c85ef1d865d55b,4c743fd24a971dce7607461a371792085c9d3cf8a09b348158ba4b002f35a796,2,1
131,test,1eb69e6d363e3cd27a5c3b07e878250cfc80642165859ca3ca64c4457d8ac1b3,35ae773f26e91881c85ab94a876402e40fae8af8bf294a7e85ba077bcd7c8b50,6,5
132,train,501d1c6c7cb75a67184e0831b436db45d4568d7601c6d1731a3ab20931a80998,173ecd1a694d028b2b55c460268737151e0a851741b36444f0c6753feb7d3431,1,0
133,train,5f5570c80fa91c5480fb4a396a8699899db32c7bf0a217f4a87c5f7dff00699a,d1fa94b314fe2b9ee40c344f3f366e7d62fe64679d0a9360cb59cb24ad2d33fa,5,4
134,train,60123216ccf35a89e3a2c287d208e3e5118f2daaec71ea1d4458ebdcbfd7f48b,939e45344e7c25e927a5b4e14b0bcdc7eaf8966a459f04f528317aee7ec1a7f3,2,1
135,train,151015011bcd1fc27de61878d1938540e5c15069cf43c28ad06ca83f22cd8750,530cc71e81ff4fee518450c7ebb5ae9b69b8328459cd867c2758dbc4ffe49e19,3,2
136,train,164f1dd3f28aee8fd0dabe405d809e154dab800cf20da3fcbe82ce539727350c,b9744a00a4f5bfaf718ec01055f81dcca3587f95d55c8c32c83697339e124156,3,2
137,train,db5bd0076e294f41c023ade9566f632837a5425708c7f02c4e1bbd530c01ea22,86ccd56c7a854faf2de46cb6ea1696963e7087c5a3969c5eee8c7e301e1bc790,3,2
138,train,f52bacd6304a6ac6eac6795b5bed86aef9c5dc2125928f2a57e91699de81994e,61da31d8cc198b57f6b28dd04e97c6016b75b208718733f540f44456d649353c,6,5
139,validation,db52984f9b0d2d5e91ff881d1938e4363c0ecfb33d4520c17ac1e79fccda511f,ce357ba4bce9778b443f416d41cb9ef1993599a1d9924245a311e7cba1c52226,3,2
140,validation,da74f8254267fe47f7cfeb4bd1873ba1303ebadfb310b428de1e7f806fcd7fcc,08af68e2306b9cdccf193995ef53e96c19f45451a5fdc1bc398597fe8ff30def,2,1
141,train,0646f7d75f20b233a3127ab3d53480f201c95e67d049be0e3d6440b30a200acb,383bd44e933a2f0af45e2f0e07326aefee7900c043f039412f0e01d50a5f3da8,3,2
142,train,f3ba66f5d2e0d45331b76221f298125b7a117f878dc936d0eacad88e938e3d39,fabb4bd4da3451353b3cd1d4b8bf22f1dacf8fa3a56166eff56b14c09f8bfc68,6,5
143,train,69875c1ae12e6e362ba1ebaa35af25a3326943a2a537c863eaa5e08d4937a444,2a06ae3bc777c1f6b517cfa059d0e0b0a522e866f777ab8506a3812483731e97,2,1
144,validation,86ae39c3231b3b322ece8786a241beefd58b51a1c95ce30520e65075915d1c00,63294ce61ef12f09c1e1faee5a113e48f8497b57e21438758e0373d6b11449d9,3,2
145,test,2b31331a1ebd8da49d9962b5fbc7b5908e6557ffaa08ad731538ad168d14b94b,bf31d8709d5983c05634d4dba406671ccabb9760e37fd42f2f513ef020a81b22,2,1
146,train,0646f7d75f20b233a3127ab3d53480f201c95e67d049be0e3d6440b30a200acb,18d222308e9244ee93fd3572c096327ff3d0de38f4e19cd7e1dbd7e517f27a4b,3,2
147,train,1dc3b4a52ab11462b8d400b7407dce84012ff652e15faf3658f4ce95d6887370,3ecefc0e31843c5e41724d91d6ba04730d0d4a91c102735b5946c6da24bd72ec,4,3
